ime,dirkalisce,drzava,datum,prvenstvo,zmagovalec 
Atlantic City Indycars,Sesquicentennial Classic Final,USA,17/07/1926,AAA National Championship,Harry Hartz
German Grand Prix,Grosser Preis von Deutschland,DEU,11/07/1926,Non-championship,Rudolf Caracciola
Salem Indycars,Independence Day Classic - Race 1,USA,05/07/1926,AAA National Championship,Peter de Paolo
Salem Indycars,Independence Day Classic - Race 2,USA,05/07/1926,AAA National Championship,Earl Cooper
French Grand Prix,Grand Prix de l&#039;Automobile Club de France,FRA,27/06/1926,World Championship,Jules Goux
Le Mans 24 Hours,24 heures du Mans,FRA,12/06/1926,Robert Bloch,Andre Rossignol
Altoona Indycars,Altoona 250,USA,12/06/1926,AAA National Championship,Dave Lewis
Indianapolis 500,Indianapolis 500,USA,31/05/1926,AAA National Championship,Frank Lockhart
Savio Circuit,Circuito del Savio,ITA,23/05/1926,Non-championship,Gastone Brilli-Peri
Charlotte Indycars,Charlotte 250,USA,10/05/1926,AAA National Championship,Earl Devore
Tripoli Grand Prix,Gran Premio di Tripoli,LBY,02/05/1926,Non-championship,Francois Eysermann
Vinci Cup,Coppa Vinci,ITA,02/05/1926,Non-championship,Renato Balestrero
Atlantic City Indycars,Atlantic City 300,USA,01/05/1926,AAA National Championship,Harry Hartz
Targa Florio,Targa Florio,ITA,25/04/1926,Non-championship,Meo Costantini
Rome Grand Prix,Premio Reale di Roma,ITA,28/03/1926,Non-championship,Aymo Maggi
Provence Grand Prix,Grand Prix de Provence,FRA,28/03/1926,Non-championship,Henry Segrave
Culver City Indycars,Culver City 250,USA,21/03/1926,AAA National Championship,Bennett Hill
Pozzo Circuit,Circuito del Pozzo,ITA,21/03/1926,Non-championship,Alessandro Consonni
Miami Indycars,Carl G Fisher Trophy,USA,22/02/1926,AAA National Championship,Peter de Paolo
Culver City Indycars,Culver City 250,USA,29/11/1925,AAA National Championship,Frank Elliott
Apuano Circuit,Circuito Apuano,ITA,22/11/1925,Non-championship,Renato Balestrero
Charlotte Indycars,Charlotte 250,USA,11/11/1925,AAA National Championship,Tommy Milton
Salem Indycars,Autumn Classic,USA,31/10/1925,AAA National Championship,Peter de Paolo
Laurel Indycars,Laurel 250,USA,26/10/1925,AAA National Championship,Robert McDonogh
Garda Circuit,Circuito del Garda,ITA,18/10/1925,Non-championship,Aymo Maggi
San Sebastian Grand Prix,Gran Premio do San Sebastian,ESP,19/09/1925,Albert Divo,Andre Morel
Altoona Indycars,Autumn Classic,USA,07/09/1925,AAA National Championship,Robert McDonogh
Italian Grand Prix,Gran Premio d&#039;Italia,ITA,06/09/1925,World Championship,Gastone Brilli-Peri
Comminges Grand Prix,Grand Prix du Comminges,FRA,06/09/1925,Non-championship,Goury
Montenero Circuit,Circuito del Montenero,ITA,16/08/1925,Non-championship,Emilio Materassi
Marne Grand Prix,Grand Prix de la Marne,FRA,02/08/1925,Non-championship,Pierre Clause
French Grand Prix,Grand Prix de l&#039;Automobile Club de France,FRA,26/07/1925,Robert Benoist,Albert Divo
Laurel Indycars,Laurel 250,USA,11/07/1925,AAA National Championship,Peter de Paolo
Vinci Cup,Coppa Vinci,ITA,05/07/1925,Non-championship,Renato Balestrero
Belgian Grand Prix,Grand Prix de Belgique et d&#039;Europe,BEL,28/06/1925,World Championship,Antonio Ascari
Acerbo Cup,Coppa Acerbo,ITA,21/06/1925,Non-championship,Guido Ginaldi
Le Mans 24 Hours,24 heures du Mans,FRA,20/06/1925,Henry de Courcelles,Andre Rossignol
Altoona Indycars,Spring Classic,USA,13/06/1925,AAA National Championship,Peter de Paolo
Mugello Circuit,Circuito di Mugello,ITA,31/05/1925,Non-championship,Emilio Materassi
Indianapolis 500,Indianapolis 500,USA,30/05/1925,Norman Batten,Peter de Paolo
Perugina Cup,Coppa della Perugina,ITA,24/05/1925,Non-championship,Gastone Brilli-Peri
Savio Circuit,Circuito del Savio,ITA,21/05/1925,Non-championship,Emilio Materassi
Solitude Grand Prix,Grosser Preis der Solitude,DEU,17/05/1925,Non-championship,Otto Merz
Charlotte Indycars,Southern Speed Classic,USA,11/05/1925,AAA National Championship,Earl Cooper
Targa Florio,Targa Florio,ITA,03/05/1925,Non-championship,Meo Costantini
Fresno Indycars,Raisin Day Classic,USA,30/04/1925,AAA National Championship,Peter de Paolo
Tripoli Grand Prix,Gran Premio di Tripoli (under 2-litre),LBY,18/04/1925,Non-championship,Renato Balestrero
Tripoli Grand Prix,Gran Premio di Tripoli (over 2-litre),LBY,17/04/1925,Non-championship,Alberto Trivero
Provence Grand Prix,Grand Prix de Provence,FRA,08/03/1925,Non-championship,Henry Segrave
Culver City Indycars,Washington&#039;s Birthday 250-mile Race,USA,01/03/1925,AAA National Championship,Tommy Milton
Rome Grand Prix,Premio Reale di Roma,ITA,22/02/1925,Non-championship,Carlo Masetti
Culver City Indycars,Culver City 250,USA,14/12/1924,AAA National Championship,Bennett Hill
Garda Circuit,Circuito del Garda,ITA,09/11/1924,Non-championship,Guido Meregalli
Charlotte Indycars,Charlotte 250,USA,25/10/1924,AAA National Championship,Tommy Milton
Italian Grand Prix,Gran Premio d&#039;Italia,ITA,19/10/1924,Non-championship,Antonio Ascari
Ouverture Grand Prix,Grand Prix de l&#039;Ouverture,FRA,19/10/1924,Non-championship,Parry Thomas
Match des Champions,Match des Champions,FRA,12/10/1924,Non-championship,Ernest Eldridge
Fresno Indycars,Raisin Day Classic,USA,02/10/1924,AAA National Championship,Earl Cooper
San Sebastian Grand Prix,Gran Premio do San Sebastian,ESP,25/09/1924,Non-championship,Henry Segrave
Syracuse Indycars,Syracuse 150,USA,15/09/1924,AAA National Championship,Red Shafer
Altoona Indycars,Fall Classic,USA,01/09/1924,AAA National Championship,Jimmy Murphy
Mugello Circuit,Circuito di Mugello,ITA,31/08/1924,Non-championship,Giuseppe Morandi
Montenero Circuit,Circuito del Montenero,ITA,17/08/1924,Non-championship,Renato Balestrero
French Grand Prix,Grand Prix de l&#039;Automobile Club de France/d&#039;Europe,FRA,03/08/1924,Non-championship,Giuseppe Campari
Autodrome Cup,Coupe de l&#039;Autodrome,FRA,13/07/1924,Non-championship,Martin de Alsaga
Acerbo Cup,Coppa Acerbo,ITA,13/07/1924,Non-championship,Enzo Ferrari
Kansas Indycars,Kansas City 250,USA,04/07/1924,AAA National Championship,Jimmy Murphy
Le Mans 24 Hours,24 heures du Mans,FRA,14/06/1924,Frank Clement,John Duff
Altoona Indycars,Altoona 250,USA,14/06/1924,AAA National Championship,Jimmy Murphy
Cremona,Circuito di Cremona,ITA,09/06/1924,Non-championship,Antonio Ascari
Polesine Circuit,Circuito del Polesine,ITA,01/06/1924,Non-championship,Enzo Ferrari
Indianapolis 500,Indianapolis 500,USA,30/05/1924,Joe Boyer,Lora Corum
Savio Circuit,Circuito del Savio,ITA,25/05/1924,Non-championship,Enzo Ferrari
Perugina Cup,Coppa della Perugina,ITA,18/05/1924,Non-championship,Emilio Materassi
Belfiore Circuit,Circuito del Belfiore,ITA,04/05/1924,Non-championship,Antonio Masperi
Targa Florio,Targa Florio,ITA,27/04/1924,Non-championship,Christian Werner
Tigullio Circuit,Circuito del Tigullio,ITA,13/04/1924,Non-championship,Tazio Nuvolari
Beverly Hills Indycars,Beverly Hills 250,USA,24/02/1924,AAA National Championship,Harlan Fengler
Beverly Hills Indycars,Beverly Hills 250,USA,29/11/1923,AAA National Championship,Bennett Hill
Garda Circuit,Circuito del Garda,ITA,25/11/1923,Non-championship,Guido Meregalli
Spanish Grand Prix,Gran Premio de Espana,ESP,28/10/1923,Non-championship,Albert Divo
Kansas Indycars,Kansas City 250,USA,21/10/1923,AAA National Championship,Harlan Fengler
Fresno Indycars,Fresno 150,USA,29/09/1923,AAA National Championship,Harry Hartz
Italian Grand Prix,Gran Premio d&#039;Italia e Europa,ITA,09/09/1923,Non-championship,Carlo Salamano
Altoona Indycars,Altoona 200-mile Race,USA,04/09/1923,AAA National Championship,Eddie Hearne
San Sebastian Grand Prix,Gran Premio do San Sebastian,ESP,28/07/1923,Non-championship,Albert Guyot
Kansas Indycars,Kansas City 250,USA,04/07/1923,AAA National Championship,Eddie Hearne
French Grand Prix,Grand Prix de l&#039;Automobile Club de France,FRA,02/07/1923,Non-championship,Henry Segrave
Savio Circuit,Circuito del Savio,ITA,17/06/1923,Non-championship,Enzo Ferrari
Mugello Circuit,Circuito di Mugello,ITA,10/06/1923,Non-championship,Gastone Brilli-Peri
Indianapolis 500,Indianapolis 500,USA,30/05/1923,Tommy Milton,Howdy Wilcox
Le Mans 24 Hours,24 heures du Mans,FRA,26/05/1923,Andre Lagache,Rene Leonard
Cremona,Circuito di Cremona,ITA,06/05/1923,Non-championship,Antonio Ascari
Fresno Indycars,Raisin Day Classic,USA,26/04/1923,AAA National Championship,Jimmy Murphy
Targa Florio,Targa Florio,ITA,15/04/1923,Non-championship,Ugo Sivocci
Beverly Hills Indycars,Beverly Hills 250,USA,25/02/1923,AAA National Championship,Jimmy Murphy
Beverly Hills Indycars,Beverly Hills 250,USA,03/12/1922,AAA National Championship,Jimmy Murphy
Florio Cup,Coppa Florio,ITA,19/11/1922,Non-championship,Andre Boillot
Autumn Grand Prix,Gran Premio d&#039;Autunno,ITA,22/10/1922,Non-championship,Andre Dubonnet
Garda Circuit,Circuito del Garda,ITA,15/10/1922,Non-championship,Guido Meregalli
Fresno Indycars,Fresno 150,USA,30/09/1922,AAA National Championship,Bennett Hill
Kansas Indycars,Kansas City 300,USA,17/09/1922,AAA National Championship,Tommy Milton
Italian Grand Prix,Gran Premio d&#039;Italia,ITA,03/09/1922,Non-championship,Pietro Bordino
Cotati Indycars,Santa Rosa 100,USA,06/08/1922,AAA National Championship,Frank Elliott
Cotati Indycars,Santa Rosa 50,USA,06/08/1922,AAA National Championship,Frank Elliott
French Grand Prix,Grand Prix de l&#039;Automobile Club de France,FRA,15/07/1922,Non-championship,Felice Nazzaro
Tacoma Indycars,Tacoma 250,USA,04/07/1922,AAA National Championship,Jimmy Murphy
Tourist Trophy,RAC Tourist Trophy,GBR,22/06/1922,Non-championship,Jean Chassagne
Mugello Circuit,Circuito del Mugello,ITA,18/06/1922,Non-championship,Alfieri Maserati
Uniontown Indycars,Universal Trophy,USA,17/06/1922,AAA National Championship,Jimmy Murphy
Indianapolis 500,Indianapolis 500,USA,30/05/1922,AAA National Championship,Jimmy Murphy
Sardo Circuit,Circuito Sardo,ITA,30/05/1922,Non-championship,Ernesto Ceirano
Cotati Indycars,Santa Rosa 100,USA,07/05/1922,AAA National Championship,Jimmy Murphy
Cotati Indycars,Santa Rosa 100,USA,07/05/1922,AAA National Championship,Pietro Bordino
Fresno Indycars,Raisin Day Classic,USA,27/04/1922,AAA National Championship,Jimmy Murphy
San Carlos Indycars,Golden State Motor Derby,USA,16/04/1922,AAA National Championship,Harry Hartz
Beverly Hills Indycars,Beverly Hills 25,USA,02/04/1922,AAA National Championship,Pietro Bordino
Beverly Hills Indycars,Beverly Hills 25,USA,02/04/1922,AAA National Championship,Tommy Milton
Beverly Hills Indycars,Beverly Hills 25,USA,02/04/1922,AAA National Championship,Jimmy Murphy
Beverly Hills Indycars,Beverly Hills 25,USA,02/04/1922,AAA National Championship,Frank Elliott
Beverly Hills Indycars,Beverly Hills 50,USA,02/04/1922,AAA National Championship,Tommy Milton
Targa Florio,Targa Florio,ITA,02/04/1922,Non-championship,Giulio Masetti
Beverly Hills Indycars,Beverly Hills 250,USA,05/03/1922,AAA National Championship,Tommy Milton
San Carlos Indycars,San Carlos 250,USA,11/12/1921,AAA National Championship,Jimmy Murphy
Beverly Hills Indycars,Beverly Hills 250,USA,24/11/1921,AAA National Championship,Eddie Hearne
Cotati Indycars,Cotati 150,USA,23/10/1921,AAA National Championship,Roscoe Sarles
Fresno Indycars,Fresno 150,USA,01/10/1921,AAA National Championship,Earl Cooper
Gentlemen Grand Prix,Gran Premio Gentlemen,ITA,11/09/1921,Non-championship,Giulio Masetti
Uniontown Indycars,Autumn Classic,USA,05/09/1921,AAA National Championship,IP Fetterman
Italian Grand Prix,Gran Premio d&#039;Italia,ITA,04/09/1921,Non-championship,Jules Goux
Cotati Indycars,Cotati 150,USA,14/08/1921,AAA National Championship,Eddie Hearne
French Grand Prix,Grand Prix de l&#039;Automobile Club de France,FRA,26/07/1921,Non-championship,Jimmy Murphy
Mugello Circuit,Circuito di Mugello,ITA,24/07/1921,Non-championship,Giuseppe Campari
Tacoma Indycars,Tacoma 250,USA,04/07/1921,AAA National Championship,Tommy Milton
Uniontown Indycars,Universal Trophy,USA,18/06/1921,AAA National Championship,Roscoe Sarles
Cascine Cup,Coppa della Cascine,ITA,12/06/1921,Non-championship,&quot;Deo&quot;
Indianapolis 500,Indianapolis 500,USA,30/05/1921,AAA National Championship,Tommy Milton
Targa Florio,Targa Florio,ITA,29/05/1921,Non-championship,Giulio Masetti
Garda Circuit,Circuito del Garda,ITA,22/05/1921,Non-championship,Eugenio Silvani
Fresno Indycars,Raisen Day Classic,USA,30/04/1921,AAA National Championship,Joe Thomas
Beverly Hills Indycars,Beverly Hills 25,USA,10/04/1921,AAA National Championship,Ralph de Palma
Beverly Hills Indycars,Beverly Hills 25,USA,10/04/1921,AAA National Championship,Eddie Pullen
Beverly Hills Indycars,Beverly Hills 25,USA,10/04/1921,AAA National Championship,Joe Thomas
Beverly Hills Indycars,Beverly Hills 25,USA,10/04/1921,AAA National Championship,Jimmy Murphy
Beverly Hills Indycars,Beverly Hills 50,USA,10/04/1921,AAA National Championship,Jimmy Murphy
Beverly Hills Indycars,Beverly Hills 25,USA,27/02/1921,AAA National Championship,Ralph de Palma
Beverly Hills Indycars,Beverly Hills 25,USA,27/02/1921,AAA National Championship,Roscoe Sarles
Beverly Hills Indycars,Beverly Hills 25,USA,27/02/1921,AAA National Championship,Jimmy Murphy
Beverly Hills Indycars,Beverly Hills 25,USA,27/02/1921,AAA National Championship,Tommy Milton
Beverly Hills Indycars,Beverly Hills 50,USA,27/02/1921,AAA National Championship,Ralph de Palma
Beverly Hills Indycars,Beverly Hills 250,USA,25/11/1920,AAA National Championship,Roscoe Sarles
Targa Florio,Targa Florio,ITA,20/10/1920,Non-championship,Guido Meregalli
Fresno Indycars,Fresno 200,USA,02/10/1920,AAA National Championship,Jimmy Murphy
Uniontown Indycars,Autumn Classic,USA,06/09/1920,AAA National Championship,Tommy Milton
Elgin Indycars,Elgin Road Race,USA,28/08/1920,AAA National Championship,Ralph de Palma
Tacoma Indycars,Tacoma 200,USA,05/07/1920,AAA National Championship,Tommy Milton
Uniontown Indycars,Universal Trophy,USA,19/06/1920,AAA National Championship,Tommy Milton
Mugello Circuit,Circuito di Mugello,ITA,13/06/1920,Non-championship,Giuseppe Campari
Indianapolis 500,Indianapolis 500,USA,30/05/1920,AAA National Championship,Gaston Chevrolet
Beverly Hills Indycars,Beverly Hills 50,USA,28/03/1920,AAA National Championship,Art Klein
Beverly Hills Indycars,Beverly Hills 50,USA,28/03/1920,AAA National Championship,Jimmy Murphy
Beverly Hills Indycars,Beverly Hills 50,USA,28/03/1920,AAA National Championship,Tommy Milton
Beverly Hills Indycars,Washington&#039;s Birthday Classic,USA,28/02/1920,AAA National Championship,Jimmy Murphy
Targa Florio,Targa Florio,ITA,23/11/1919,Non-championship,Andre Boillot
Cincinnati Indycars,Cincinnati 250,USA,12/10/1919,AAA National Championship,Joe Boyer
Sheepshead Bay Indycars,Sheepshead Bay 150,USA,20/09/1919,AAA National Championship,Gaston Chevrolet
Uniontown Indycars,Autumn Classic,USA,01/09/1919,Joe Boyer,Gaston Chevrolet
Elgin Indycars,Elgin Road Race,USA,23/08/1919,AAA National Championship,Tommy Milton
Uniontown Indycars,Uniontown Heat 1,USA,19/07/1919,AAA National Championship,Tommy Milton
Uniontown Indycars,Uniontown Heat 2,USA,19/07/1919,AAA National Championship,Dave Lewis
Uniontown Indycars,Uniontown Heat 3,USA,19/07/1919,AAA National Championship,IP Fetterman
Uniontown Indycars,Uniontown Heat 4,USA,19/07/1919,AAA National Championship,Roscoe Sarles
Uniontown Indycars,Uniontown Main,USA,19/07/1919,AAA National Championship,Tommy Milton
Tacoma Indycars,Tacoma,USA,04/07/1919,AAA National Championship,Louis Chevrolet
Sheepshead Bay Indycars,Sheepshead Bay 100,USA,04/07/1919,AAA National Championship,Gaston Chevrolet
Sheepshead Bay Indycars,International Sweepstakes Heat 1,USA,14/06/1919,AAA National Championship,Tommy Milton
Sheepshead Bay Indycars,International Sweepstakes Heat 2,USA,14/06/1919,AAA National Championship,Ralph Mulford
Sheepshead Bay Indycars,International Sweepstakes Final,USA,14/06/1919,AAA National Championship,Ralph de Palma
Indianapolis 500,Indianapolis 500,USA,30/05/1919,AAA National Championship,Howdy Wilcox
Uniontown Indycars,Victory Sweepstakes,USA,19/05/1919,AAA National Championship,Tommy Milton
Ascot Indycars,Los Angeles 150,USA,23/03/1919,AAA National Championship,Roscoe Sarles
Santa Monica Indycars,Santa Monica 250,USA,15/03/1919,AAA National Championship,Cliff Durant
Uniontown Indycars,Liberty Sweepstakes,USA,02/09/1918,AAA National Championship,Ralph Mulford
Sheepshead Bay Indycars,Sheepshead Bay 30,USA,17/08/1918,AAA National Championship,Ralph de Palma
Sheepshead Bay Indycars,Sheepshead Bay 50,USA,17/08/1918,AAA National Championship,Ralph de Palma
Sheepshead Bay Indycars,Sheepshead Bay 20,USA,17/08/1918,AAA National Championship,Ralph de Palma
Chicago Indycars,Chicago 20,USA,28/07/1918,AAA National Championship,Ralph de Palma
Chicago Indycars,Chicago 30,USA,28/07/1918,AAA National Championship,Ralph de Palma
Chicago Indycars,Chicago 10,USA,28/07/1918,AAA National Championship,Ralph de Palma
Uniontown Indycars,Independence Auto Derby,USA,18/07/1918,AAA National Championship,Louis Chevrolet
Tacoma Indycars,Tacoma 25,USA,04/07/1918,AAA National Championship,Cliff Durant
Tacoma Indycars,Tacoma 50,USA,04/07/1918,AAA National Championship,Cliff Durant
Tacoma Indycars,Tacoma 75,USA,04/07/1918,AAA National Championship,Eddie Hearne
Uniontown Indycars,Liberty Sweepstakes Heat One,USA,16/05/1918,AAA National Championship,Tommy Milton
Uniontown Indycars,Liberty Sweepstakes Heat Two,USA,16/05/1918,AAA National Championship,Ralph Mulford
Uniontown Indycars,Liberty Sweepstakes Heat Three,USA,16/05/1918,AAA National Championship,Eddie Hearne
Uniontown Indycars,Liberty Sweepstakes Heat Four,USA,16/05/1918,AAA National Championship,Louis Chevrolet
Uniontown Indycars,Liberty Sweepstakes Final,USA,16/05/1918,AAA National Championship,Ralph Mulford
Ascot Indycars,Ascot Park Race One,USA,29/11/1917,AAA National Championship,Louis Chevrolet
Ascot Indycars,Ascot Park Race Two,USA,29/11/1917,AAA National Championship,Eddie Hearne
Uniontown Indycars,Uniontown 168,USA,29/10/1917,AAA National Championship,Eddie Hearne
Chicago Indycars,Chicago 20,USA,13/10/1917,AAA National Championship,Tom Alley
Chicago Indycars,Chicago 50,USA,13/10/1917,AAA National Championship,Ralph Mulford
Chicago Indycars,Chicago 50,USA,13/10/1917,AAA National Championship,Pete Henderson
Sheepshead Bay Indycars,Harkness Gold Trophy,USA,22/09/1917,AAA National Championship,Louis Chevrolet
Providence Indycars,Providence Heat One,USA,15/09/1917,AAA National Championship,Ralph Mulford
Providence Indycars,Providence Heat Two,USA,15/09/1917,AAA National Championship,Tommy Milton
Providence Indycars,Providence 100,USA,15/09/1917,AAA National Championship,Tommy Milton
